# wl flux eflux
5.874169559772872162e+02 6.737318521906868751e-01 8.141267961882223125e-02
5.874193686777208541e+02 8.235329797978730992e-01 8.273389019917133658e-02
5.874217811070772086e+02 7.271715670101410733e-01 8.041138988528379050e-02
5.874241932654103948e+02 7.145516710470216637e-01 8.074061791705323954e-02
5.874266051527749823e+02 6.109384736547481820e-01 7.668794115048900573e-02
5.874290167692255409e+02 8.176250532377107305e-01 8.049939292844385252e-02
5.874314281148162991e+02 7.704227965511842857e-01 7.921054582275263711e-02
5.874338391896020539e+02 7.496112350783495915e-01 8.042373685380420356e-02
5.874362499936370341e+02 8.267864877187023342e-01 8.188786758552407674e-02
5.874386605269759229e+02 7.237041819547445076e-01 7.832455429592048712e-02
5.874410707896731765e+02 6.674303816355849905e-01 8.010529624426934725e-02
5.874434807817830233e+02 6.295953835234373575e-01 7.907567714883542709e-02
5.874458905033600331e+02 7.136875558706066158e-01 7.636520946337715943e-02
5.874482999544591166e+02 8.719982470722390522e-01 8.244522711750397470e-02
5.874507091351340478e+02 7.566003846105213704e-01 8.140012615863474743e-02
5.874531180454399646e+02 6.540447173691825711e-01 7.926684623009021269e-02
5.874555266854307547e+02 7.109872393158903625e-01 7.962577586655399109e-02
5.874579350551611014e+02 6.502628878943895741e-01 8.105604821631387513e-02
5.874603431546858019e+02 7.572092612506007292e-01 8.314973016455561028e-02
5.874627509840590847e+02 6.316635325923264377e-01 7.698711931390318786e-02
5.874651585433351784e+02 8.096816812390287277e-01 8.101011092166972294e-02
5.874675658325689938e+02 6.617620337509686479e-01 8.070865241278350755e-02
5.874699728518148731e+02 5.814046097020180159e-01 7.830867717660071337e-02
5.874723796011271588e+02 5.945884670446460740e-01 7.598136071186818719e-02
5.874747860805604205e+02 7.128992365046338264e-01 7.934964514507981959e-02
5.874771922901691141e+02 5.502200030133812536e-01 7.949937491846767457e-02
5.874795982300078094e+02 6.312510420808605804e-01 7.883260320740960447e-02
5.874820039001307350e+02 6.455702481985594599e-01 8.102781732711479556e-02
5.874844093005929153e+02 7.651333934074265875e-01 8.346394009445139150e-02
5.874868144314480105e+02 5.470660570910538256e-01 7.918439337322465132e-02
5.874892192927511587e+02 5.958555173145669848e-01 7.981974134910618801e-02
5.874916238845565886e+02 5.933223145192396686e-01 7.954019907056016081e-02
5.874940282069187560e+02 6.061245473101598558e-01 7.784243287327582972e-02
5.874964322598922308e+02 6.942594843073129907e-01 7.596205492485974542e-02
5.874988360435315826e+02 6.071243220977741162e-01 7.912578814631246460e-02
5.875012395578910400e+02 7.657246391709047195e-01 7.958450745039723218e-02
5.875036428030252864e+02 7.011174269222869571e-01 8.190166144671399973e-02
5.875060457789884367e+02 7.446579875820705796e-01 8.325729845659146644e-02
5.875084484858354017e+02 7.393588655680940480e-01 8.113114700080600872e-02
5.875108509236205236e+02 6.513042544175716708e-01 8.108259345287963105e-02
5.875132530923983722e+02 6.779768337922439381e-01 7.691575786824200733e-02
5.875156549922231761e+02 7.499149937494382634e-01 7.766651046233444267e-02
5.875180566231495050e+02 8.156115640967165348e-01 8.067524534100734002e-02
5.875204579852319284e+02 7.402536511533660546e-01 7.836730572982542053e-02
5.875228590785250162e+02 9.102252358090777706e-01 8.364651894124418285e-02
5.875252599030827696e+02 8.213631281513222859e-01 8.309759992767684622e-02
5.875276604589603267e+02 7.163989963906233216e-01 7.653941292589112877e-02
5.875300607462115750e+02 6.948535495544818641e-01 8.152570714071051550e-02
5.875324607648913116e+02 6.747492271412391940e-01 8.285031315444564559e-02
5.875348605150541061e+02 6.405985370211605412e-01 8.128442771300800618e-02
5.875372599967543010e+02 6.470678893423811306e-01 7.995421960970985897e-02
5.875396592100461248e+02 8.372533890690975200e-01 8.295394911550681150e-02
5.875420581549843746e+02 7.223967220071303430e-01 7.976209991893426499e-02
5.875444568316236200e+02 6.988974162920884581e-01 7.988189747269150431e-02
5.875468552400179760e+02 7.267241538889701591e-01 8.301270424903590961e-02
5.875492533802222397e+02 7.144304586672270974e-01 7.874085284495455084e-02
5.875516512522906396e+02 6.323067497406157367e-01 7.769848984904079159e-02
5.875540488562777455e+02 6.409344971978921945e-01 7.976804274399951211e-02
5.875564461922378996e+02 8.115327908858636086e-01 8.332726169673201899e-02
5.875588432602261264e+02 8.421511378554474847e-01 8.267209637494318808e-02
5.875612400602963135e+02 9.063241225341803764e-01 8.331937544044844268e-02
5.875636365925031441e+02 7.183917295893765820e-01 8.075811660706022632e-02
5.875660328569011881e+02 7.232633168685520531e-01 8.084777242411562981e-02
5.875684288535446740e+02 7.092776596164462877e-01 8.117938739429238215e-02
5.875708245824882852e+02 8.776301920666017553e-01 8.319761811253126305e-02
5.875732200437864776e+02 8.287561574352848570e-01 8.463796660465243427e-02
5.875756152374935937e+02 6.121191379293227097e-01 7.916896400211395624e-02
5.875780101636643167e+02 6.542421895820503819e-01 7.755768397486788313e-02
5.875804048223529890e+02 8.320049796393639285e-01 8.247781857291762442e-02
5.875827992136140665e+02 8.721369728856672721e-01 8.557843701603230768e-02
5.875851933375021190e+02 7.804955103511211911e-01 8.082328418325641917e-02
5.875875871940714887e+02 6.696906776637834291e-01 7.923452904399001795e-02
5.875899807833768591e+02 7.250182568672030037e-01 7.956509319571215821e-02
5.875923741054726861e+02 7.052555050587056007e-01 8.112949810149870655e-02
5.875947671604131983e+02 7.388080360865408869e-01 8.009094112734824189e-02
5.875971599482500096e+02 7.770435927083890748e-01 8.309798882173692613e-02
5.875995524690043794e+02 9.430382462394401033e-01 8.320613756919879866e-02
5.876019447226810826e+02 7.431376029267485750e-01 8.157127049998764978e-02
5.876043367092847802e+02 8.627504639519842922e-01 8.120891636945859471e-02
5.876067284288197925e+02 8.140083174825707424e-01 8.051604765898974503e-02
5.876091198812905532e+02 7.368203593760580539e-01 8.059539117225958393e-02
5.876115110667013823e+02 7.172069607153174209e-01 8.035522937904510110e-02
5.876139019850573959e+02 8.286744662056839683e-01 8.213155548017192498e-02
5.876162926363623455e+02 8.846196820395149096e-01 8.489051439002621990e-02
5.876186830206211198e+02 7.201076063294294949e-01 7.975186192897606996e-02
5.876210731378382661e+02 8.043666094896250174e-01 8.367473221901229608e-02
5.876234629880179909e+02 7.401891030550247219e-01 8.322428734077556844e-02
5.876258525711649554e+02 7.534013660634473197e-01 8.091009131218235284e-02
5.876282418872835933e+02 7.873570762889914310e-01 8.284865972918543930e-02
5.876306309363784521e+02 7.834108399256711763e-01 7.823908216847182129e-02
5.876330197184539657e+02 7.625495407601675657e-01 8.129060358544581977e-02
5.876354082335145677e+02 7.485497422337238360e-01 8.326072019238957289e-02
5.876377964815649193e+02 7.086113237386620911e-01 8.357534437009611628e-02
5.876401844626092270e+02 6.420709349682053313e-01 7.942815982075884795e-02
5.876425721766522656e+02 7.507857177371416446e-01 8.151371527192206867e-02
5.876449596236984689e+02 7.431771564173250688e-01 8.161830886408227848e-02
5.876473468037521570e+02 5.996383962567982673e-01 7.883138304520846684e-02
5.876497337168178774e+02 6.320709761120513193e-01 7.813623288694146463e-02
5.876521203629002912e+02 7.601563011573654327e-01 8.046699857275167733e-02
5.876545067420037185e+02 6.738085296332575469e-01 8.038959494407837969e-02
5.876568928541327068e+02 6.076924202794862229e-01 7.918051176707339989e-02
5.876592786992916899e+02 7.229095584730240720e-01 8.105632303901548485e-02
5.876616642774851016e+02 7.143823972794847155e-01 8.126783946992330310e-02
5.876640495887177167e+02 8.953053941638285940e-01 8.122655299997660894e-02
5.876664346329935142e+02 7.566033432530792080e-01 8.049596235485480256e-02
5.876688194103174965e+02 7.694648367922046761e-01 7.987891513039874214e-02
5.876712039206938698e+02 6.719808861101265185e-01 8.197482768992937763e-02
5.876735881641271817e+02 8.867755950271274390e-01 8.506426284946315419e-02
5.876759721406219796e+02 7.945635917813937965e-01 8.343981747813850047e-02
5.876783558501826974e+02 8.506668496296019288e-01 8.488293459809841124e-02
5.876807392928137688e+02 7.667244463984411729e-01 8.155345611383481297e-02
5.876831224685196275e+02 8.984084182862468460e-01 8.324754264034968376e-02
5.876855053773049349e+02 7.542299086325930935e-01 8.135992976369467444e-02
5.876878880191743519e+02 6.145331663120173760e-01 7.984641338289338863e-02
5.876902703941318578e+02 6.871867370798008245e-01 8.230273059882289854e-02
5.876926525021822272e+02 8.876889375890921752e-01 8.523052984751129657e-02
5.876950343433298940e+02 7.740915488891252361e-01 8.164359910042917612e-02
5.876974159175792920e+02 9.465129357954635836e-01 8.603759607168905144e-02
5.876997972249351960e+02 8.191847562795917526e-01 7.894441177901262430e-02
5.877021782654018125e+02 7.573732006117095406e-01 8.019438365543400671e-02
5.877045590389836889e+02 7.457899536047442046e-01 8.270376464820398954e-02
5.877069395456853727e+02 8.094643487220830602e-01 8.202046678004364100e-02
5.877093197855111839e+02 7.577133926912080764e-01 8.068424951875458051e-02
5.877116997584658975e+02 6.988994013359298707e-01 8.205796956133867837e-02
5.877140794645536062e+02 7.637227216125134222e-01 8.236948315674451349e-02
5.877164589037789710e+02 7.573533464114065028e-01 8.288608484932608045e-02
5.877188380761467670e+02 9.036710451923904985e-01 8.472309861221577476e-02
5.877212169816612004e+02 8.871986630534672846e-01 8.358539434443930383e-02
5.877235956203268188e+02 7.681242600987132629e-01 8.179330140980654862e-02
5.877259739921479422e+02 8.810078938008308880e-01 8.495925592294663320e-02
5.877283520971293456e+02 7.902276554594779290e-01 8.077119509622417148e-02
5.877307299352754626e+02 9.813431573968605104e-01 8.428765946876068393e-02
5.877331075065904997e+02 6.970780598143025975e-01 8.324253674334033959e-02
5.877354848110791181e+02 7.350348733031414339e-01 8.071655674906057232e-02
5.877378618487458652e+02 7.200576006462826584e-01 8.075544490795474872e-02
5.877402386195951749e+02 6.950484679980840630e-01 7.976465596511375655e-02
5.877426151236317082e+02 8.497867821315976400e-01 8.119623925825861233e-02
5.877449913608595580e+02 6.921170107718431774e-01 8.144461644827558078e-02
5.877473673312834990e+02 7.717219622157943659e-01 8.399927635895415579e-02
5.877497430349080787e+02 7.008839861701832152e-01 8.104372745859630967e-02
5.877521184717375036e+02 7.470949528863934930e-01 8.040411175576062108e-02
5.877544936417765484e+02 6.378213151895534283e-01 8.027634536315961244e-02
5.877568685450296471e+02 5.382707826013093388e-01 7.947465738856934747e-02
5.877592431815010059e+02 7.586810083389213810e-01 8.178277490594666743e-02
5.877616175511953998e+02 8.327019825126893426e-01 8.034359374054744762e-02
5.877639916541172624e+02 7.631543775890125003e-01 8.329484664832734198e-02
5.877663654902710277e+02 8.512777405546806397e-01 8.251582327645252957e-02
5.877687390596612431e+02 7.683054048056494612e-01 8.477819451751873736e-02
5.877711123622921150e+02 6.348233050568642399e-01 7.939771948848886596e-02
5.877734853981687593e+02 6.088840961608118496e-01 8.093926536461512611e-02
5.877758581672951550e+02 7.554020056787340565e-01 8.097916586707155917e-02
5.877782306696758496e+02 7.848449949254309166e-01 8.310789637660959128e-02
5.877806029053153907e+02 7.640395183348690500e-01 8.140264607553258924e-02
5.877829748742183256e+02 8.243022148075556110e-01 8.095855504926179058e-02
5.877853465763888607e+02 8.002597248911471617e-01 8.234105580691865323e-02
5.877877180118318847e+02 6.806080175914119845e-01 7.937447024628135894e-02
5.877900891805518313e+02 6.769448747206524564e-01 8.099144819104713011e-02
5.877924600825529069e+02 6.031489015674965648e-01 8.074605336250910426e-02
5.877948307178395453e+02 8.870421750210734091e-01 8.400383356106780330e-02
5.877972010864167487e+02 8.725270751572209438e-01 8.270614679682994352e-02
5.877995711882886098e+02 7.422897605978412416e-01 8.403793829980424346e-02
5.878019410234597899e+02 8.697995647090041027e-01 8.339032451252649525e-02
5.878043105919346090e+02 8.098567332354040804e-01 8.344180008949633742e-02
5.878066798937175008e+02 7.355191243354838315e-01 8.204677193647175182e-02
5.878090489288131266e+02 7.733419378301070735e-01 8.184075339077945266e-02
5.878114176972260339e+02 6.603835802984460157e-01 8.123783935042219739e-02
5.878137861989606563e+02 6.242454339849640155e-01 7.796338853360458565e-02
5.878161544340212004e+02 7.324907368213107173e-01 7.995362840385723813e-02
5.878185224024125546e+02 8.753104612095076176e-01 8.184870084956245850e-02
5.878208901041389254e+02 9.226785661129018878e-01 8.272411488048322936e-02
5.878232575392050876e+02 8.260878240656905902e-01 7.991935724977222710e-02
5.878256247076152476e+02 7.069120830926710619e-01 8.360210077654872673e-02
5.878279916093739530e+02 8.118418085789664840e-01 8.256131140796663104e-02
5.878303582444856374e+02 7.185435688377446173e-01 8.373376468640410242e-02
5.878327246129550758e+02 7.434066623266996077e-01 8.293912316412763164e-02
5.878350907147863609e+02 8.744535215198369071e-01 8.313555029157747300e-02
5.878374565499843811e+02 8.210350871326635991e-01 7.866289929992681396e-02
5.878398221185532293e+02 7.441091751511208496e-01 7.977211335890414812e-02
5.878421874204977939e+02 8.117358663726188528e-01 8.407032973759026584e-02
5.878445524558221678e+02 9.019222475855654952e-01 8.345401296518578649e-02
5.878469172245310119e+02 7.004267906879029226e-01 8.229304824838776233e-02
5.878492817266288739e+02 7.300708617874253070e-01 8.268924076486634800e-02
5.878516459621203012e+02 7.456873904181237078e-01 8.190711670890533924e-02
5.878540099310096139e+02 7.369893891162756505e-01 8.299726126915818458e-02
5.878563736333012457e+02 6.784014540525221681e-01 8.216635023175503094e-02
5.878587370689997442e+02 5.979751222073695915e-01 7.883821239584444529e-02
5.878611002381098842e+02 5.195771237799672315e-01 7.847192897916696608e-02
5.878634631406357585e+02 6.697134832065875232e-01 8.115171192446761494e-02
5.878658257765818007e+02 6.244044360434688468e-01 8.413426571617424465e-02
5.878681881459528995e+02 7.090512899642865685e-01 8.377125562203815989e-02
5.878705502487533749e+02 8.476825050679810403e-01 8.545371976169990891e-02
5.878729120849877745e+02 7.754585822197850309e-01 8.086627108040735090e-02
5.878752736546603046e+02 7.530568552312739694e-01 8.169572902081061183e-02
5.878776349577756264e+02 6.754265995793318211e-01 8.018072774076692721e-02
5.878799959943384010e+02 7.870381702166991955e-01 8.285914869512202297e-02
5.878823567643528349e+02 7.903335420283310597e-01 8.264933098313481663e-02
5.878847172678235893e+02 8.496317949913646528e-01 8.372230084967174912e-02
5.878870775047552115e+02 8.978213273206745448e-01 8.419984791088495901e-02
5.878894374751517944e+02 8.142501789539735579e-01 8.294657736249139157e-02
5.878917971790183401e+02 6.978181193653775205e-01 8.412306182112505581e-02
5.878941566163589414e+02 7.386140178055023986e-01 8.510773780737793115e-02
5.878965157871783731e+02 7.672280218406511976e-01 8.144017192415091422e-02
5.878988746914809553e+02 8.796392647160082845e-01 8.130271136045631730e-02
5.879012333292711219e+02 8.980074927519232642e-01 8.345234331909497094e-02
5.879035917005535339e+02 9.364192716120535165e-01 8.619034764940818050e-02
5.879059498053325115e+02 8.422106621866237708e-01 8.381254586091653469e-02
5.879083076436128295e+02 6.398221821606560056e-01 7.970927170090288949e-02
5.879106652153985806e+02 6.171355242835991906e-01 8.152331242987341520e-02
5.879130225206944260e+02 8.040435353889143766e-01 8.386710294913231334e-02
5.879153795595047995e+02 7.423005470031281972e-01 8.386893504962954216e-02
5.879177363318343623e+02 7.051392304345092121e-01 8.513977291400945391e-02
5.879200928376943693e+02 5.871527853409065356e-01 8.072121367325507668e-02
5.879224490771320006e+02 6.990528283885970584e-01 8.301190221619783594e-02
5.879248050502056913e+02 7.906401472580060208e-01 8.282681182607094794e-02
5.879271607569739899e+02 8.353648516774762056e-01 8.166404099372896741e-02
5.879295161974956727e+02 7.591669881450662238e-01 8.178606139457617052e-02
5.879318713718294021e+02 6.728148422989159716e-01 7.850599455827975137e-02
5.879342262800336130e+02 8.345103476863570124e-01 8.502165580907269926e-02
5.879365809221669679e+02 7.659679591339442206e-01 8.557913511267786766e-02
5.879389352982879018e+02 6.649616099403955483e-01 8.223286559196152368e-02
5.879412894084551908e+02 7.625909412605621496e-01 8.092021450837214025e-02
5.879436432527273837e+02 7.524924412111848593e-01 8.143817947755803421e-02
5.879459968311632565e+02 8.817805845130092246e-01 8.412195514996473333e-02
5.879483501438212443e+02 8.575552131733121808e-01 8.500263602538170316e-02
5.879507031907597820e+02 7.669186280434122649e-01 8.373262155544622387e-02
5.879530559720378733e+02 6.861820262545182958e-01 8.538573651936412490e-02
5.879554084877137257e+02 7.704033090357310654e-01 8.199163886048570216e-02
5.879577607378461153e+02 6.637192400759546196e-01 8.217118398141480540e-02
5.879601127224937045e+02 6.955188845663156094e-01 8.124495361765401991e-02
5.879624644417148147e+02 6.292300849204351954e-01 8.011934599129484635e-02
5.879648158955685631e+02 7.138657490552655638e-01 8.367767562402500525e-02
5.879671670841131572e+02 7.017442099655307741e-01 8.396229011208565518e-02
5.879695180074071459e+02 8.295487508683939692e-01 8.203393924549978733e-02
5.879718686655094189e+02 8.315169766009297136e-01 8.163629987707447799e-02
5.879742190584782975e+02 9.148712984363487344e-01 8.271433147312245993e-02
5.879765691863725579e+02 7.129264880420663753e-01 7.946752458643197015e-02
5.879789190492507487e+02 7.090688575579524588e-01 8.120120620985120385e-02
5.879812686471716461e+02 7.312123631987065275e-01 8.322698595556361767e-02
5.879836179801933440e+02 8.062829466814617208e-01 8.434416679016913665e-02
5.879859670483749596e+02 7.860477859231480569e-01 8.539481820028865799e-02
5.879883158517748143e+02 6.217990855704701447e-01 8.085409538742288627e-02
5.879906643904517978e+02 6.608520316006847306e-01 7.966465426398082472e-02
5.879930126644641177e+02 6.991416812637327727e-01 8.075621966378154770e-02
5.879953606738707776e+02 7.257674304628130013e-01 8.243990454388312739e-02
5.879977084187298715e+02 6.212195974939278553e-01 7.807103669310064276e-02
5.880000558991006301e+02 5.249840377762452492e-01 7.594102010641702594e-02
5.880024031150411474e+02 6.905174212088467378e-01 7.930286661656947567e-02
5.880047500666101996e+02 8.477440962631545007e-01 8.381289966709337680e-02
5.880070967538664490e+02 7.694940720598453243e-01 8.072024269211593162e-02
5.880094431768684444e+02 8.517845354567052940e-01 8.099383047974871574e-02
5.880117893356747345e+02 7.563131909655306240e-01 7.992978791233955327e-02
5.880141352303439817e+02 7.710603868364245272e-01 7.972760928346708797e-02
5.880164808609346210e+02 7.207471863715079197e-01 7.973240564577890876e-02
5.880188262275057696e+02 6.611730604895208474e-01 8.189044548316817829e-02
5.880211713301152940e+02 7.754917699618897320e-01 8.213909315604266126e-02
5.880235161688223116e+02 7.351529006729893290e-01 8.192458025786231168e-02
5.880258607436853708e+02 8.359761884985811298e-01 8.450871375862194224e-02
5.880282050547627932e+02 8.296435403796199592e-01 8.237892743372561555e-02
5.880305491021135822e+02 7.608663013127361374e-01 8.496785592578993962e-02
5.880328928857958317e+02 7.820907053200355508e-01 8.498364594020275942e-02
5.880352364058685453e+02 7.973893353955994190e-01 8.194385339799171997e-02
5.880375796623901579e+02 6.044935593364473281e-01 7.693768020242013062e-02
5.880399226554195593e+02 8.526527189248749306e-01 8.194240047294587548e-02
5.880422653850150709e+02 6.883309141965636702e-01 7.970143773130741738e-02
5.880446078512349004e+02 9.282600615841790637e-01 8.516134387452027610e-02
5.880469500541383923e+02 7.536078687864899983e-01 8.220516002812232326e-02
5.880492919937838678e+02 7.710965497574839844e-01 8.337075838191265742e-02
5.880516336702298759e+02 7.885138740685899705e-01 8.162898165106353965e-02
5.880539750835348514e+02 7.432950173210544076e-01 8.197059100286180344e-02
5.880563162337576841e+02 7.082449289487509070e-01 8.211119973479194534e-02
5.880586571209569229e+02 8.651679537286818267e-01 8.328332548168135285e-02
5.880609977451911163e+02 7.750134581901205744e-01 8.149607886015430847e-02
5.880633381065189269e+02 7.254184383053751128e-01 8.306452036001589490e-02
5.880656782049987896e+02 6.862916466785063951e-01 8.231915417748573993e-02
5.880680180406892532e+02 8.462249357017537221e-01 8.303990826881302301e-02
5.880703576136490938e+02 8.407118675917497619e-01 8.338102024723371974e-02
5.880726969239372011e+02 7.858665847695108786e-01 8.294741477682239517e-02
5.880750359716116691e+02 8.403767522709382209e-01 8.120635333570927483e-02
5.880773747567312739e+02 8.481038432037624197e-01 8.285421626198541389e-02
5.880797132793545643e+02 8.221504801444444732e-01 8.407894241618195375e-02
5.880820515395402026e+02 7.278551114141840195e-01 8.139157546017633527e-02
5.880843895373470787e+02 7.770369053353228805e-01 8.267717570472098154e-02
5.880867272728332864e+02 8.676609242976284220e-01 8.616265741130507694e-02
5.880890647460576020e+02 6.146566804845370324e-01 8.142812984027054946e-02
5.880914019570789151e+02 7.626530775007597240e-01 8.021951737441916641e-02
5.880937389059553198e+02 7.483078611450856288e-01 8.118335993971106945e-02
5.880960755927458194e+02 7.331204398275170675e-01 8.197329332244535083e-02
5.880984120175088492e+02 8.009234473660233888e-01 8.224194681840346632e-02
5.881007481803030714e+02 7.844000298897261247e-01 8.298153966982997620e-02
5.881030840811869211e+02 8.258632508319305732e-01 8.328838360424435650e-02
5.881054197202192881e+02 7.205868423275387791e-01 8.181309987646484538e-02
5.881077550974584938e+02 6.807747857862241903e-01 8.239308995730505736e-02
5.881100902129634278e+02 8.948784808164964577e-01 8.371174185539045909e-02
5.881124250667922979e+02 8.587013396158210687e-01 8.560768439596465329e-02
5.881147596590041076e+02 8.490550590612786497e-01 8.193605208235089921e-02
5.881170939896571781e+02 9.202353661484566905e-01 8.389708896129317861e-02
5.881194280588102856e+02 6.965422530743734519e-01 8.163816841534947411e-02
5.881217618665216378e+02 8.024266551694978489e-01 8.281278346574734439e-02
5.881240954128505791e+02 7.493936256983151356e-01 8.367419895764793836e-02
5.881264286978552036e+02 8.700857823626436671e-01 8.385085227922214890e-02
5.881287617215941737e+02 7.745328849238095614e-01 8.385589069502505377e-02
5.881310944841260380e+02 8.091186083014838548e-01 8.333448245554153644e-02
5.881334269855093453e+02 7.185552956647139888e-01 7.994323699785622905e-02
5.881357592258029854e+02 6.461178327726208037e-01 8.141492363128102761e-02
5.881380912050653933e+02 7.093369328484457892e-01 8.289820158121818938e-02
5.881404229233550041e+02 7.092273022339444788e-01 8.443116631573166497e-02
5.881427543807308211e+02 6.376592104571772168e-01 8.302915981227820819e-02
5.881450855772511659e+02 6.613128112666568637e-01 8.128830132132881803e-02
5.881474165129744733e+02 6.555033416446807149e-01 7.914049854948289331e-02
5.881497471879598606e+02 5.930267706195810895e-01 8.002314877194813270e-02
5.881520776022653081e+02 6.685350227667209433e-01 8.256237809290620233e-02
5.881544077559500465e+02 6.050095969467235157e-01 7.957583008305862959e-02
5.881567376490720562e+02 7.404745334122903033e-01 8.391008497148730316e-02
5.881590672816904544e+02 7.703105779164369782e-01 8.498162729463794307e-02
5.881613966538634486e+02 6.524425479614031076e-01 8.117318283770257048e-02
5.881637257656498150e+02 7.961598837249377336e-01 8.282524908025647170e-02
5.881660546171083297e+02 7.194260553896176802e-01 8.069998193990816915e-02
5.881683832082974277e+02 7.144870633417778061e-01 8.010128143559130942e-02
5.881707115392753167e+02 6.703033602797121571e-01 8.126309855093473422e-02
5.881730396101014549e+02 7.215031195416484744e-01 8.381172363337877074e-02
5.881753674208337088e+02 7.656224730174108206e-01 8.360864259504080520e-02
5.881776949715309684e+02 7.027578580429051369e-01 8.134442278711674634e-02
5.881800222622518959e+02 7.831055986631462185e-01 8.449941728723996126e-02
5.881823492930549264e+02 6.805718376864647867e-01 8.135456962889273114e-02
5.881846760639986087e+02 6.721000434988438910e-01 8.326954152810162046e-02
5.881870025751418325e+02 6.868105095490680823e-01 7.964579507433383609e-02
5.881893288265430328e+02 7.222377684557393929e-01 8.080927395360520959e-02
5.881916548182607585e+02 6.850758426200228568e-01 8.093737625677853431e-02
5.881939805503537855e+02 7.326690011831999971e-01 8.151868650255124360e-02
5.881963060228804352e+02 7.923502948294487425e-01 8.466791240131926743e-02
5.881986312358993700e+02 7.819502518831480398e-01 8.627878500759386671e-02
5.882009561894694798e+02 7.943201912008094334e-01 8.325944366559415166e-02
5.882032808836491995e+02 6.576277479255523417e-01 7.909733357854156766e-02
5.882056053184969642e+02 7.155760692172888904e-01 8.083456094339835918e-02
5.882079294940715499e+02 8.039611784868616606e-01 8.307851330513192634e-02
5.882102534104313918e+02 8.261819628589347486e-01 8.340876037421290912e-02
5.882125770676354932e+02 6.762119929134037255e-01 8.048608017576522333e-02
5.882149004657419482e+02 7.314283124162663796e-01 8.163570111839940635e-02
5.882172236048096465e+02 7.395850629871025816e-01 8.272711385092453018e-02
5.882195464848972506e+02 6.335090067202643338e-01 8.190332812048195521e-02
5.882218691060631954e+02 5.935560244891089354e-01 7.900762760577427490e-02
5.882241914683659161e+02 5.842724336193810819e-01 8.127417797471367389e-02
5.882265135718644160e+02 5.477669237318488760e-01 8.042794537465863813e-02
5.882288354166171302e+02 5.419627812612581863e-01 8.109811130266050827e-02
5.882311570026826075e+02 7.751202078411431051e-01 8.489917529881792213e-02
5.882334783301192829e+02 6.873354236714692700e-01 8.169520908917753121e-02
5.882357993989862734e+02 6.488644985805140930e-01 8.246759947749779385e-02
5.882381202093314414e+02 7.207884788722290770e-01 8.177061875767448196e-02
5.882404407611732040e+02 8.768782382051946156e-01 8.296440070000964118e-02
5.882427610545250900e+02 8.916760859019614571e-01 8.579308808968358346e-02
5.882450810893999460e+02 8.108932649685375305e-01 8.294061328526032562e-02
5.882474008658111870e+02 7.564430082587931814e-01 8.494611397664736385e-02
5.882497203837722282e+02 5.266822142016537311e-01 7.979013937757854780e-02
5.882520396432954612e+02 7.253138021312136585e-01 8.045816012450174304e-02
5.882543586443947561e+02 7.667541185653450331e-01 8.114160590850912069e-02
5.882566773870829593e+02 8.351721098123483511e-01 8.393413290677527450e-02
5.882589958713733722e+02 7.112441085247375172e-01 8.102574641020515722e-02
5.882613140972792962e+02 8.750899472149237246e-01 8.545907449622225371e-02
5.882636320648134642e+02 7.303052660933160301e-01 8.201430339056298147e-02
5.882659497739894050e+02 6.755630389790945323e-01 8.128589467860171391e-02
5.882682672248203062e+02 7.426909990885152135e-01 8.184467603960912663e-02
5.882705844173191281e+02 7.334833767397905824e-01 8.299630050543053972e-02
5.882729013514990584e+02 6.118836864880609072e-01 8.134658370878095068e-02
5.882752180273737395e+02 7.039598751651096054e-01 8.140087836499020069e-02
5.882775344449556769e+02 8.052950451362019813e-01 8.432437234109114998e-02
5.882798506042583995e+02 8.235583147488821920e-01 8.664842176190321044e-02
5.882821665052948674e+02 7.726687333569235427e-01 8.212268020228907783e-02
5.882844821480784958e+02 7.309687385102296986e-01 8.139947567985518495e-02
5.882867975326222449e+02 8.584200426489875246e-01 8.446046267576752531e-02
5.882891126589396436e+02 7.643035223343658258e-01 8.373219028978318157e-02
5.882914275270433109e+02 7.726169932160937837e-01 8.264574403437147110e-02
5.882937421369470030e+02 7.069614453494061923e-01 8.184525305186853006e-02
5.882960564886634529e+02 7.683836438743151254e-01 8.446757807625138170e-02
5.882983705822061893e+02 7.597732620044167495e-01 8.463441212769942656e-02
5.883006844175879451e+02 8.585640987014929726e-01 8.777461556225962802e-02
5.883029979948220216e+02 7.109038472053077484e-01 8.218166355264928946e-02
5.883053113139220613e+02 6.744486936066196314e-01 9.553100933467578715e-02
5.883076243749006835e+02 6.700042177280779443e-01 8.224695025263660531e-02
5.883099371777713031e+02 8.810188322836993713e-01 8.442259706688828858e-02
5.883122497225469942e+02 7.984390835285588572e-01 8.277899623215598246e-02
5.883145620092410581e+02 9.113372027510913131e-01 8.766686654370234311e-02
5.883168740378664552e+02 7.684742455902393576e-01 8.351287884836146314e-02
5.883191858084366004e+02 8.253021426125320970e-01 8.550290469937854576e-02
5.883214973209643404e+02 7.917198741342931223e-01 8.305728688357774669e-02
5.883238085754632039e+02 6.381943843021899987e-01 7.845416360857591920e-02
5.883261195719463785e+02 7.111536894388350571e-01 8.223713475485830426e-02
5.883284303104265973e+02 6.320122339707225922e-01 8.106145362176792046e-02
5.883307407909173889e+02 6.215397314792645567e-01 8.146226671524524343e-02
