# wl flux eflux
5.894060115361186263e+02 4.926836504452227206e-01 8.096573723572943193e-02
5.894082012812572202e+02 4.448958577871648945e-01 8.201975507512486441e-02
5.894103907805678091e+02 4.126875281059910194e-01 7.977294503020763983e-02
5.894125800340569867e+02 6.052432166676215974e-01 7.957971820553015607e-02
5.894147690417310059e+02 5.977527887068053714e-01 8.095365849298880034e-02
5.894169578035963468e+02 6.074243627815791857e-01 8.188939242008178021e-02
5.894191463196593759e+02 4.414397720097044675e-01 7.788230042248159291e-02
5.894213345899262322e+02 5.793490112660355518e-01 7.855827726220414309e-02
5.894235226144035096e+02 4.891148810306983341e-01 7.976189114502969801e-02
5.894257103930976882e+02 4.781962267986026305e-01 7.865816895094154826e-02
5.894278979260149072e+02 4.319047589617864835e-01 8.184121659551781003e-02
5.894300852131611919e+02 5.253244813257550438e-01 7.948065967306232327e-02
5.894322722545437045e+02 5.816716723016913670e-01 8.091848658951301954e-02
5.894344590501682433e+02 4.022515979974236044e-01 8.055905305831004282e-02
5.894366456000414018e+02 5.030027501605661699e-01 7.907946956348139989e-02
5.894388319041693194e+02 5.882137250721409805e-01 8.043095849464557134e-02
5.894410179625588171e+02 7.021440236724123540e-01 8.192900067539259090e-02
5.894432037752155793e+02 5.729662743059862340e-01 7.843641810120889624e-02
5.894453893421464272e+02 3.658896768582241554e-01 7.542826047076829632e-02
5.894475746633577273e+02 4.446838771721937089e-01 7.931917175901223582e-02
5.894497597388558461e+02 5.191996411519026466e-01 7.670196640343726613e-02
5.894519445686468089e+02 4.260781290382867348e-01 7.966822817218112418e-02
5.894541291527374369e+02 5.349442177532647280e-01 7.988180342598434625e-02
5.894563134911337556e+02 5.346965821534990226e-01 7.865738901962719687e-02
5.894584975838422451e+02 5.545012340158762543e-01 8.153352809903953446e-02
5.894606814308738194e+02 5.648792836368653481e-01 8.268795208285194265e-02
5.894628650322656540e+02 4.570781882695599263e-01 7.868208194658955767e-02
5.894650483880629963e+02 6.068640911883278477e-01 9.078668053262026194e-02
5.894672314983120032e+02 6.179416420625787332e-01 7.617613550244081710e-02
5.894694143630580356e+02 5.674724919965112857e-01 7.828321498030293979e-02
5.894715969823472506e+02 6.700077644286075440e-01 9.680010171586206358e-02
5.894737793562252364e+02 6.384452276165129003e-01 7.875715992560146372e-02
5.894759614847378089e+02 5.547557600781595211e-01 8.199378603451717984e-02
5.894781433679308975e+02 5.517225263632369314e-01 8.242574096249828675e-02
5.894803250058500907e+02 5.119627374937079090e-01 8.183780062027462554e-02
5.894825063985412044e+02 4.961517266366518020e-01 7.994916014098678303e-02
5.894846875460497131e+02 5.715853608184531254e-01 8.028212968429537799e-02
5.894868684484218875e+02 5.110124889343815591e-01 7.823411563366923505e-02
5.894890491057032023e+02 6.009978802342155202e-01 7.879678034299114620e-02
5.894912295179394732e+02 6.376095650148257965e-01 8.399977765230778881e-02
5.894934096851764025e+02 5.304867127118904069e-01 8.169490126655477857e-02
5.894955896074599195e+02 3.836985776346260035e-01 7.788238842967983022e-02
5.894977692848359538e+02 5.361948183595398598e-01 8.472921146896758571e-02
5.894999487173498665e+02 4.334933451119396541e-01 8.173262209344860085e-02
5.895021279050474732e+02 5.936477725488684687e-01 8.023980842983191586e-02
5.895043068479747035e+02 4.205841576233304568e-01 7.783559307245406511e-02
5.895064855461774869e+02 6.256457112939088905e-01 8.069702064447051293e-02
5.895086639997015254e+02 5.751715751588827308e-01 8.154139480262390105e-02
5.895108422085921802e+02 4.874225100498296159e-01 8.239751460319198750e-02
5.895130201728957218e+02 4.406595263276381069e-01 7.869399429599467644e-02
5.895151978926576248e+02 5.577217244199502710e-01 8.120807069880971174e-02
5.895173753679237052e+02 5.849235661943971154e-01 8.002369524253441502e-02
5.895195525987397787e+02 4.571293469606599325e-01 7.816392256436309471e-02
5.895217295851516610e+02 4.078132343517051339e-01 7.950288512445879974e-02
5.895239063272051681e+02 4.700478129123944471e-01 8.038187925419792990e-02
5.895260828249458882e+02 5.632101088996753768e-01 7.956283883558407100e-02
5.895282590784196373e+02 5.269669038917516035e-01 8.083811460746116728e-02
5.895304350876724584e+02 4.226149005183859608e-01 8.007243076281157779e-02
5.895326108527497126e+02 4.201475612049321295e-01 7.538789855834902853e-02
5.895347863736974432e+02 4.760170496053673928e-01 7.844416262218041613e-02
5.895369616505611248e+02 6.146752730492046624e-01 8.169265352946594727e-02
5.895391366833870279e+02 7.098593744986855247e-01 8.303963621771860704e-02
5.895413114722205137e+02 5.808321815571182434e-01 8.077412518677587472e-02
5.895434860171075115e+02 6.305445070444584132e-01 8.364826337661998568e-02
5.895456603180934962e+02 6.327298730758993406e-01 8.216581934784221442e-02
5.895478343752247383e+02 4.247046343728969608e-01 7.905621358635346596e-02
5.895500081885467125e+02 4.599084657610316151e-01 7.882671654633437164e-02
5.895521817581052346e+02 4.704330756694118376e-01 7.936967338918711479e-02
5.895543550839460067e+02 4.850133949405366351e-01 7.447037051068351732e-02
5.895565281661149584e+02 6.427303483834088116e-01 8.147587484433349569e-02
5.895587010046577916e+02 4.859229675209495447e-01 8.318817898438665703e-02
5.895608735996203222e+02 5.047353475884864826e-01 8.386846219500844468e-02
5.895630459510481387e+02 5.555397254767421300e-01 7.847641151699487339e-02
5.895652180589872842e+02 5.521299116178631783e-01 8.277391968095175467e-02
5.895673899234833470e+02 5.561573572148631461e-01 8.337662137013433783e-02
5.895695615445820295e+02 4.821175975090363774e-01 8.018642814975214528e-02
5.895717329223291472e+02 5.826207681468331678e-01 7.991549471020897855e-02
5.895739040567705160e+02 5.115656645982886719e-01 8.177144946171720219e-02
5.895760749479519518e+02 3.469380350662927825e-01 7.580592891704726610e-02
5.895782455959193840e+02 5.683285805232395349e-01 7.881836825847307604e-02
5.895804160007181736e+02 5.681728938630931092e-01 8.164025573361349819e-02
5.895825861623943638e+02 6.551728045867730721e-01 8.084592610198025608e-02
5.895847560809936567e+02 5.018169336830713423e-01 7.606842979599690024e-02
5.895869257565618682e+02 5.659272171698898068e-01 8.225784119359200175e-02
5.895890951891448140e+02 5.302892340533391646e-01 8.114990595129616124e-02
5.895912643787880825e+02 6.928910323690514739e-01 7.810346729098863183e-02
5.895934333255374895e+02 6.153540600838278696e-01 8.051937733757111304e-02
5.895956020294388509e+02 4.911284578961177538e-01 7.822614656412366085e-02
5.895977704905380961e+02 4.878542503697904653e-01 8.085293489142890422e-02
5.895999387088805861e+02 4.997567737400319676e-01 8.138318784339805545e-02
5.896021066845125915e+02 5.567614644657924439e-01 9.341475957730524526e-02
5.896042744174795871e+02 6.407817578084086252e-01 8.252766282655865648e-02
5.896064419078275023e+02 6.809749215617084683e-01 7.763647346609486855e-02
5.896086091556018118e+02 6.083079641677385796e-01 7.889090893049763298e-02
5.896107761608485589e+02 5.251423348163779536e-01 7.764518238879096479e-02
5.896129429236134456e+02 5.905496649689604416e-01 8.008435145781220288e-02
5.896151094439421740e+02 6.309662135106018921e-01 7.915180207793749700e-02
5.896172757218806737e+02 5.400092429549456785e-01 7.967346546118650452e-02
5.896194417574746467e+02 4.660193057900472446e-01 8.157215023219177574e-02
5.896216075507697951e+02 5.991249480685131301e-01 8.290091532043233902e-02
5.896237731018118211e+02 6.314643647058236775e-01 8.097846488184574920e-02
5.896259384106467678e+02 5.011196655955819645e-01 7.854753205021772211e-02
5.896281034773199963e+02 5.322710705029273237e-01 7.935488288759558195e-02
5.896302683018777770e+02 5.083906762328367357e-01 7.921099994767018260e-02
5.896324328843654712e+02 5.637790641470333819e-01 8.362838337446173997e-02
5.896345972248288945e+02 4.599570204464088485e-01 8.155377722830201015e-02
5.896367613233142038e+02 4.307179949791919982e-01 7.721425558659564259e-02
5.896389251798666464e+02 3.872003921089501866e-01 7.822328298888976683e-02
5.896410887945323793e+02 4.466095906263445325e-01 8.212279503872278730e-02
5.896432521673569909e+02 5.747038584850263643e-01 8.232613825063220259e-02
5.896454152983862969e+02 5.169816215475518950e-01 8.001827140106572422e-02
5.896475781876659994e+02 5.617724301791020558e-01 8.036932342130166662e-02
5.896497408352420280e+02 4.781469058122935767e-01 8.058823238109336096e-02
5.896519032411599710e+02 5.890178379704426037e-01 9.433403694513742277e-02
5.896540654054656443e+02 5.588391881767217351e-01 8.091179952231207506e-02
5.896562273282049773e+02 3.437145802087753221e-01 7.564378517838026006e-02
5.896583890094236722e+02 5.468884861560803223e-01 8.129291142662667391e-02
5.896605504491673173e+02 4.271789460300488561e-01 7.792445695990714294e-02
5.896627116474817285e+02 4.928569006984733214e-01 7.853976053435120230e-02
5.896648726044129489e+02 5.795995546067789217e-01 7.868248010223984068e-02
5.896670333200065670e+02 5.095905639412906529e-01 7.656513616812550549e-02
5.896691937943081712e+02 5.258798064761206481e-01 8.142025109195774601e-02
5.896713540273639182e+02 5.613144886460017524e-01 8.201586636621285842e-02
5.896735140192192830e+02 5.437466306276789174e-01 8.282588422420866792e-02
5.896756737699203086e+02 4.475533127046720794e-01 7.944702460141964129e-02
5.896778332795122424e+02 5.787831805695249354e-01 7.911264227756445444e-02
5.896799925480412412e+02 4.461906459583441231e-01 7.842126974295458852e-02
5.896821515755531209e+02 4.371352939260274573e-01 7.994834239116570263e-02
5.896843103620935835e+02 3.741138630717307789e-01 7.519973808683504124e-02
5.896864689077084449e+02 4.381804120458512863e-01 7.904156333265684176e-02
5.896886272124432935e+02 5.444383963479575428e-01 8.061080298367083452e-02
5.896907852763440587e+02 4.652773238644177800e-01 8.075050750014728385e-02
5.896929430994564427e+02 4.490877771940398056e-01 7.801619032324423608e-02
5.896951006818261476e+02 4.712267460612171721e-01 7.717644597505424198e-02
5.896972580234991028e+02 3.783909533099527600e-01 7.658703707406430694e-02
5.896994151245210105e+02 4.654290012068388882e-01 7.932294284609296697e-02
5.897015719849376865e+02 3.683283212659555494e-01 7.632345419073648107e-02
5.897037286047948328e+02 5.478046498847043422e-01 7.962003475558440679e-02
5.897058849841382653e+02 3.564961488999887629e-01 7.841516082643740226e-02
5.897080411230135724e+02 3.854615072180485602e-01 7.869485713169392660e-02
5.897101970214669109e+02 5.964891443867793575e-01 8.123357469624391258e-02
5.897123526795437556e+02 4.771888157895954330e-01 7.666217135364533641e-02
5.897145080972898086e+02 4.721516545845306223e-01 7.859280519401061482e-02
5.897166632747511130e+02 3.592826568558650235e-01 7.482937358391689164e-02
5.897188182119732573e+02 4.533031193437205841e-01 7.920110429798436769e-02
5.897209729090020573e+02 3.647424597641402699e-01 7.830184200843137710e-02
5.897231273658834425e+02 2.516713518987887532e-01 7.264533172931547655e-02
5.897252815826627739e+02 1.973564960538261304e-01 9.525141787991846243e-02
5.897274355593860946e+02 1.244895692818278471e-01 7.296320651861872009e-02
5.897295892960994479e+02 2.248174779361718778e-01 7.410411588327325827e-02
5.897317427928480811e+02 2.599137453140336063e-01 7.500829891924411241e-02
5.897338960496779237e+02 2.959065345233162225e-01 7.458534842992675662e-02
5.897360490666349051e+02 4.103046872392603350e-01 7.612493779815054928e-02
5.897382018437647275e+02 4.027836921537565340e-01 7.692486144395142833e-02
5.897403543811132067e+02 4.627175356371933668e-01 7.957640160391361850e-02
5.897425066787259311e+02 2.974768691743406857e-01 7.741226756788492647e-02
5.897446587366488302e+02 4.408876392269412414e-01 7.616106103960128271e-02
5.897468105549276061e+02 3.060381453330772161e-01 9.101249041595879663e-02
5.897489621336080745e+02 4.816822257387335382e-01 7.756894339983314013e-02
5.897511134727360513e+02 3.830266362666414071e-01 7.880332873338118105e-02
5.897532645723571250e+02 5.078837936585943735e-01 8.263240316886449888e-02
5.897554154325164291e+02 6.175574769555759458e-01 8.093225590139914438e-02
5.897575660532558004e+02 5.803382157295023935e-01 8.153768912232658983e-02
5.897597164346169620e+02 4.508173430940564108e-01 8.076248311518959000e-02
5.897618665766415234e+02 3.108566581964004594e-01 7.634560794827660590e-02
5.897640164793710937e+02 2.820311131283245176e-01 8.801374704618175615e-02
5.897661661428470552e+02 3.866520777131864373e-01 7.519892850150326769e-02
5.897683155671111308e+02 4.558900053471735547e-01 7.815070664706771919e-02
5.897704647522045889e+02 3.547987707760527631e-01 7.572388936996610198e-02
5.897726136981694935e+02 4.700710596075015069e-01 9.283861125678541382e-02
5.897747624050471131e+02 4.008417574908473280e-01 7.905942444367859701e-02
5.897769108728788297e+02 4.415569688045672958e-01 7.806114590187249180e-02
5.897790591017069346e+02 3.889778162276678053e-01 7.679407805110455287e-02
5.897812070915721279e+02 2.886445180143645262e-01 7.771382197910781109e-02
5.897833548425164736e+02 1.851302933250233151e-01 7.361338342086233555e-02
5.897855023545814674e+02 2.495629826993572276e-01 7.473480799749704362e-02
5.897876496278086051e+02 3.468787996104609195e-01 7.739066476174273623e-02
5.897897966622393824e+02 3.036041514540853692e-01 7.666934712929460161e-02
5.897919434579158633e+02 1.862166617042947114e-01 8.306969167781325103e-02
5.897940900148789751e+02 2.792243582061941787e-01 7.689162413240474558e-02
5.897962363331706683e+02 1.771239800346893212e-01 7.469006455891767648e-02
5.897983824128322112e+02 1.885291868572675222e-01 7.334438732343365186e-02
5.898005282539054406e+02 3.230262299610592858e-01 7.673564194212871559e-02
5.898026738564320794e+02 4.028059335153906240e-01 7.687116365332540002e-02
5.898048192204532825e+02 4.911634366620226677e-01 8.052332797996965275e-02
5.898069643460108864e+02 3.956689230611624697e-01 7.891806053703202817e-02
5.898091092331462733e+02 4.265188572737411699e-01 7.872952969001746626e-02
5.898112538819011661e+02 3.740291429222424302e-01 9.234047684119174593e-02
5.898133982923172880e+02 4.156057544394517467e-01 9.448819629354464344e-02
5.898155424644355662e+02 2.426550794810415079e-01 7.595129354556913459e-02
5.898176863982982923e+02 4.246618578234506169e-01 7.740949985788007914e-02
5.898198300939468481e+02 4.373947675090922305e-01 9.132214509478496500e-02
5.898219735514228432e+02 3.506473459405854420e-01 9.386529136658348926e-02
5.898241167707674322e+02 3.963008904421576606e-01 7.885861304712779574e-02
5.898262597520226791e+02 4.724497299396318017e-01 8.098955576206785800e-02
5.898284024952298523e+02 3.417668406257040048e-01 7.985728246912916772e-02
5.898305450004306749e+02 4.142347383181200771e-01 7.886637430977530561e-02
5.898326872676665289e+02 4.173120975502319085e-01 7.407958733960434694e-02
5.898348292969792510e+02 3.975890052660810414e-01 7.605181159405950686e-02
5.898369710884103370e+02 3.288229515510350254e-01 7.761133209992314430e-02
5.898391126420011688e+02 2.792574517046988447e-01 7.364949816583497844e-02
5.898412539577933558e+02 4.668868556276142279e-01 7.750463177190276831e-02
5.898433950358288484e+02 4.717957924859465524e-01 7.886656438191907981e-02
5.898455358761488014e+02 3.614346411906456114e-01 7.835207628830011262e-02
5.898476764787949378e+02 4.846160666542751461e-01 8.042666193582247158e-02
5.898498168438088669e+02 3.639312011907578359e-01 7.953711076358495335e-02
5.898519569712319708e+02 4.399761955959077264e-01 7.872781368412656855e-02
5.898540968611061999e+02 4.372980285439775905e-01 7.834989094834683698e-02
5.898562365134727088e+02 3.864514519278862692e-01 7.939296937743674232e-02
5.898583759283729933e+02 3.906239692168144151e-01 7.855731504018062528e-02
5.898605151058492311e+02 4.931575117701868516e-01 8.128363810650014731e-02
5.898626540459424632e+02 4.597634581841891221e-01 8.014223389453008217e-02
5.898647927486945264e+02 3.428887515407948450e-01 7.663936745375803106e-02
5.898669312141468026e+02 4.288123813025861431e-01 8.226282959555383800e-02
5.898690694423410150e+02 4.000949256995975922e-01 7.782382257265527126e-02
5.898712074333188866e+02 5.151855883384293122e-01 9.926158873431359386e-02
5.898733451871212310e+02 3.974448608984468279e-01 7.922499598603469084e-02
5.898754827037905670e+02 4.957595706533365898e-01 9.208272227010777522e-02
5.898776199833679357e+02 5.119776453291322582e-01 7.895409746440977539e-02
5.898797570258950600e+02 6.179840888113187214e-01 8.304680697301682069e-02
5.898818938314133220e+02 5.743640973278215656e-01 7.841106594340024882e-02
5.898840303999646721e+02 4.291383180297060340e-01 7.835343040641656875e-02
5.898861667315904924e+02 4.367592121325785115e-01 7.495499654720028104e-02
5.898883028263321648e+02 6.176332032692013474e-01 7.769697215074283791e-02
5.898904386842314125e+02 4.445306105246105699e-01 7.920740040195872744e-02
5.898925743053299584e+02 4.962469422312334455e-01 8.076966000291220527e-02
5.898947096896690709e+02 6.626331538676042410e-01 8.421339496485652498e-02
5.898968448372904732e+02 4.121247217384795269e-01 8.093235962228190195e-02
5.898989797482356607e+02 5.627250590371873917e-01 8.114393783772087809e-02
5.899011144225465841e+02 5.834381519175714237e-01 7.979491580765625536e-02
5.899032488602641706e+02 6.755881261993150755e-01 8.193051387816292774e-02
5.899053830614305980e+02 5.521775066475058669e-01 7.825476661755274843e-02
5.899075170260870209e+02 5.396948431543910907e-01 7.942843513837720415e-02
5.899096507542752761e+02 4.096694961156715498e-01 7.626917927897186589e-02
5.899117842460367456e+02 6.049113412173762194e-01 8.244675554485665636e-02
5.899139175014130387e+02 4.624724497713847970e-01 7.653553190277501139e-02
5.899160505204457650e+02 5.559809514193341240e-01 7.895125964904717297e-02
5.899181833031764199e+02 4.111276420766913353e-01 7.718797993856803263e-02
5.899203158496467267e+02 5.324861854697886532e-01 7.850155367330402534e-02
5.899224481598982948e+02 6.349020436073072871e-01 7.963696382308484145e-02
5.899245802339725060e+02 4.500549398802854983e-01 7.646169034749231153e-02
5.899267120719107425e+02 4.799778720637068452e-01 7.687883405867196318e-02
5.899288436737549546e+02 5.075844147769392745e-01 8.230243636785226913e-02
5.899309750395467518e+02 4.016298067330494881e-01 8.037941588693536810e-02
5.899331061693274023e+02 5.365244566014882865e-01 8.049968752621043666e-02
5.899352370631387430e+02 5.689714691089878817e-01 8.297283186147351441e-02
5.899373677210221558e+02 6.301899198602886054e-01 8.332465497214314176e-02
5.899394981430190228e+02 5.149265532342033325e-01 8.121302824317132296e-02
5.899416283291714080e+02 5.457662996124140742e-01 7.856326791108880769e-02
5.899437582795206936e+02 3.925802862388564352e-01 7.999250276023850414e-02
5.899458879941081477e+02 3.635437583534583128e-01 8.076188920669558069e-02
5.899480174729757209e+02 5.313978900139088024e-01 8.257095085854435079e-02
5.899501467161650226e+02 3.851077283708672083e-01 7.606359249313567050e-02
5.899522757237173209e+02 5.161075889794574101e-01 7.621216618120009445e-02
5.899544044956743392e+02 5.871908561112622049e-01 9.365624223296331596e-02
5.899565330320774592e+02 5.634945507298406708e-01 8.177317438262157734e-02
5.899586613329686315e+02 5.708548635070080923e-01 8.194100964111836194e-02
5.899607893983890108e+02 6.023474521175807839e-01 8.012726557495389312e-02
5.899629172283805474e+02 6.506564921755108033e-01 8.125383385520729140e-02
5.899650448229843960e+02 5.733223106068134900e-01 7.982625116695153678e-02
5.899671721822427344e+02 4.888325602029445216e-01 7.863368288787643545e-02
5.899692993061963762e+02 4.341452923037047995e-01 7.879492132046690689e-02
5.899714261948874992e+02 4.658314744103441152e-01 8.245791809149322082e-02
5.899735528483572580e+02 5.074832621605609440e-01 7.912456709508565444e-02
5.899756792666477168e+02 5.327051162398230844e-01 7.800353527384325247e-02
5.899778054497999165e+02 3.747911172420499981e-01 7.642668459138891868e-02
5.899799313978559212e+02 4.680995069456977964e-01 8.073212569184616549e-02
5.899820571108568856e+02 5.726703208472594397e-01 8.134518471037231746e-02
5.899841825888444191e+02 5.209674358808421557e-01 8.116958481023744953e-02
5.899863078318601310e+02 4.486606201380278769e-01 7.911516956800426770e-02
5.899884328399459719e+02 5.667081073350114240e-01 8.143086748081616866e-02
5.899905576131430962e+02 4.249723993044260406e-01 7.870069982939838227e-02
5.899926821514931135e+02 6.273329736819635016e-01 8.064436836941729636e-02
5.899948064550377467e+02 6.088517225580049042e-01 7.824741480708227725e-02
5.899969305238183779e+02 5.195939398290170264e-01 7.845347452607732974e-02
5.899990543578767301e+02 5.611033550770527789e-01 7.977761269706537539e-02
5.900011779572544128e+02 6.023358071012973047e-01 8.030574174261154163e-02
5.900033013219929217e+02 5.565927845373606075e-01 8.162275829230355995e-02
5.900054244521338660e+02 4.348739688552686888e-01 7.772953720483485873e-02
5.900075473477185142e+02 6.419322830022955451e-01 8.014780006603250406e-02
5.900096700087889303e+02 6.086048886234193267e-01 8.242384828957195764e-02
5.900117924353862691e+02 4.792940917674312629e-01 7.910981998656547998e-02
5.900139146275524809e+02 6.078638082291932809e-01 8.250968010917042461e-02
5.900160365853287203e+02 6.236706080118928908e-01 8.371222283862665703e-02
5.900181583087569379e+02 4.699193600226762579e-01 7.792798067190663536e-02
5.900202797978785156e+02 4.592384248660012491e-01 7.878656447646396888e-02
5.900224010527351766e+02 5.012243323271029505e-01 8.111062803958035694e-02
5.900245220733680753e+02 7.081463244911997412e-01 8.036149860317289007e-02
5.900266428598192761e+02 6.015993376308570451e-01 8.029390060347731117e-02
5.900287634121301608e+02 5.826012948523846546e-01 8.192083453127654846e-02
5.900308837303421114e+02 6.294062756856286800e-01 8.237106084663126104e-02
5.900330038144968512e+02 5.078350819570300878e-01 7.810978822129037435e-02
5.900351236646361031e+02 5.072135805250190810e-01 8.049375401166686261e-02
5.900372432808014764e+02 6.545175491072600105e-01 7.884080136249994875e-02
5.900393626630341259e+02 5.990045814866936658e-01 7.865128991595746188e-02
5.900414818113756610e+02 5.870487456636852563e-01 8.142429821727882600e-02
5.900436007258679183e+02 4.565087198055018392e-01 9.055718319391437010e-02
5.900457194065288604e+02 5.235165174333761273e-01 8.023797426596228355e-02
5.900478378533357500e+02 5.791912055019343697e-01 7.887042465802485136e-02
5.900499560662614158e+02 5.647427132922869797e-01 8.271589073824145433e-02
5.900520740452789141e+02 5.479809826983275123e-01 8.116084746254864646e-02
5.900541917903610738e+02 3.833948659197105591e-01 8.007039493502739191e-02
5.900563093014807237e+02 4.377946722745188479e-01 7.983139812877290686e-02
5.900584265786109199e+02 5.377935404702329780e-01 9.415246769105453661e-02
5.900605436217243778e+02 5.006337026468580254e-01 8.294108761858264012e-02
5.900626604307941534e+02 6.132642825245770979e-01 7.848776471924395759e-02
5.900647770057931893e+02 6.202623002507215988e-01 8.159863584809501358e-02
5.900668933466943145e+02 5.885114201561675307e-01 8.111740605215578270e-02
5.900690094534703576e+02 5.576566225728563087e-01 8.026049300746264381e-02
5.900711253260942613e+02 5.877018671881037992e-01 8.214256005936744487e-02
5.900732409645390817e+02 5.546481375724588991e-01 8.289365634946503636e-02
5.900753563687776477e+02 5.838669559738102199e-01 8.089429757493257767e-02
5.900774715387825609e+02 6.046132887294632940e-01 7.895859190234161273e-02
5.900795864745272183e+02 5.296618514338921058e-01 7.776394325807259311e-02
5.900817011759842217e+02 5.933445246988848787e-01 8.052636513698832599e-02
5.900838156431266270e+02 4.650078513599825714e-01 7.986671087360794341e-02
5.900859298759271496e+02 5.901495820312122609e-01 8.193883667343888899e-02
5.900880438743588456e+02 6.051324326874847337e-01 8.118922222405433597e-02
5.900901576383947713e+02 5.736724425772441460e-01 8.027862698126622676e-02
5.900922711680074144e+02 6.562933030876055840e-01 8.058905321742088068e-02
5.900943844631699449e+02 6.083818263456350905e-01 8.103951486908063384e-02
5.900964975238553052e+02 5.769424743768408748e-01 7.866267476107985379e-02
5.900986103500364379e+02 4.640431876641118447e-01 7.937923746079400544e-02
5.901007229416860582e+02 4.456046960428384218e-01 7.908273909837094939e-02
5.901028352987771086e+02 5.379008880386657587e-01 8.160679346494129072e-02
5.901049474212826453e+02 6.473218372527008713e-01 8.042771249777951048e-02
5.901070593091754972e+02 6.667765782302046418e-01 8.048768167381931127e-02
5.901091709624284931e+02 5.000382605751004794e-01 7.586635017190344887e-02
5.901112823810143482e+02 4.983021556914469796e-01 7.867998094175517043e-02
5.901133935649065734e+02 5.542459950282507819e-01 8.044185080372059926e-02
5.901155045140776565e+02 6.269133646393759696e-01 8.188445350214676455e-02
5.901176152285005401e+02 6.002696037851233957e-01 8.032281382725191266e-02
5.901197257081479393e+02 5.726097980980715541e-01 8.083014924056365624e-02
5.901218359529933650e+02 6.190881447422259543e-01 8.238723780682603859e-02
5.901239459630090778e+02 5.348434900007548176e-01 7.862973973842093955e-02
5.901260557381682474e+02 5.050166958279282969e-01 7.957915423331692051e-02
5.901281652784437028e+02 3.449455210868738186e-01 7.908724218852646037e-02
5.901302745838086139e+02 3.622205562955136404e-01 7.610821275394379082e-02
5.901323836542355821e+02 5.260900329070594683e-01 8.182306621730500718e-02
5.901344924896976636e+02 5.268719609426020245e-01 8.004936764406947458e-02
5.901366010901674599e+02 6.449076038117131926e-01 8.314327895550718828e-02
5.901387094556184820e+02 6.548806862110895244e-01 8.217113048063842684e-02
5.901408175860231040e+02 6.759997318290599244e-01 8.311959419867152865e-02
5.901429254813544958e+02 6.350508704909353375e-01 8.045740843593285341e-02
5.901450331415854862e+02 5.240940675697868256e-01 8.100515355168672049e-02
5.901471405666889041e+02 6.081529636821245699e-01 8.370752268641744320e-02
5.901492477566378057e+02 5.072537668105526754e-01 7.934952374191268920e-02
5.901513547114050198e+02 6.642422736025612728e-01 8.010483923941222328e-02
5.901534614309632616e+02 6.185515564968891988e-01 8.173153530125182309e-02
5.901555679152860421e+02 5.847721748127315822e-01 8.163479017295489915e-02
5.901576741643453943e+02 6.226916945089159272e-01 8.288540143118801329e-02
5.901597801781149428e+02 5.750193542700510196e-01 8.102893038506564505e-02
5.901618859565672892e+02 5.717548357497228562e-01 7.939590125746161242e-02
5.901639914996753760e+02 7.243213676153774649e-01 8.096929945243160065e-02
5.901660968074120319e+02 6.228410080569689589e-01 7.840947126129800548e-02
5.901682018797504270e+02 6.928818240195493416e-01 8.004075640652752455e-02
5.901703067166630490e+02 7.269509017399635731e-01 8.354320718797722534e-02
5.901724113181231814e+02 7.676881347443871295e-01 8.266747389704573457e-02
5.901745156841037669e+02 7.176234355251932540e-01 8.193738965335806146e-02
5.901766198145771796e+02 6.351186437038128796e-01 8.112157581421823582e-02
5.901787237095168166e+02 5.947905919953135889e-01 8.262309841858886394e-02
5.901808273688956206e+02 5.072114276721242376e-01 7.774819877858739348e-02
5.901829307926860793e+02 6.119922561346753387e-01 7.957317947935198255e-02
5.901850339808615900e+02 6.675614788702899371e-01 8.160989070049938510e-02
5.901871369333945267e+02 6.368064094513832263e-01 8.271982667449578885e-02
5.901892396502582869e+02 6.197860186972827812e-01 8.364215477669789678e-02
5.901913421314253583e+02 6.418356244876196603e-01 8.381760165764769177e-02
5.901934443768691381e+02 6.740983008920240493e-01 8.318244420342596479e-02
5.901955463865620004e+02 6.692123993722743913e-01 8.364472239738812709e-02
5.901976481604772289e+02 5.740750970904523465e-01 8.072405195189645555e-02
5.901997496985876523e+02 4.843623425084613299e-01 7.990159238901192729e-02
5.902018510008660996e+02 6.518774740403975310e-01 8.273183305629100426e-02
5.902039520672853996e+02 5.301435161010906727e-01 7.901608349703177769e-02
5.902060528978186085e+02 6.491332412741934732e-01 8.166842635186695454e-02
5.902081534924386688e+02 7.428322737491821481e-01 8.239273312914671688e-02
5.902102538511184093e+02 7.433570673708628229e-01 8.503487587607186371e-02
5.902123539738305453e+02 5.735765233397244200e-01 8.307228866233262732e-02
5.902144538605482467e+02 5.147800097266383990e-01 8.112598813663289554e-02
5.902165535112442285e+02 5.662708063463852692e-01 7.987457564907260443e-02
5.902186529258917744e+02 5.141153552857723463e-01 7.964520678419004240e-02
5.902207521044632585e+02 6.451385023738556157e-01 8.124710061819276352e-02
5.902228510469319644e+02 5.282551421575676365e-01 8.201272751665347749e-02
5.902249497532707210e+02 6.280212178061448380e-01 8.411273920032678875e-02
5.902270482234522433e+02 7.453137382080908813e-01 8.123583254456444303e-02
5.902291464574499287e+02 6.931213995660490124e-01 8.477259846271148480e-02
5.902312444552361512e+02 5.588420828085733927e-01 8.375736130065224161e-02
5.902333422167837398e+02 6.210743726108802765e-01 7.960821088127671696e-02
5.902354397420662053e+02 6.645208500558353881e-01 7.989711648280201084e-02
